feature,value,group,dataset,layer
h_mean.naniq_range,,statistical,glue_rte,layer_9
h_mean.nankurtosis,,statistical,glue_rte,layer_9
h_mean.nanmax,,statistical,glue_rte,layer_9
h_mean.nanmean,,statistical,glue_rte,layer_9
h_mean.nanmedian,,statistical,glue_rte,layer_9
h_mean.nanmin,,statistical,glue_rte,layer_9
h_mean.nanpnorm,,statistical,glue_rte,layer_9
h_mean.nanpowersum,,statistical,glue_rte,layer_9
h_mean.nanquantiles.0,,statistical,glue_rte,layer_9
h_mean.nanquantiles.1,,statistical,glue_rte,layer_9
h_mean.nanquantiles.2,,statistical,glue_rte,layer_9
h_mean.nanquantiles.3,,statistical,glue_rte,layer_9
h_mean.nanquantiles.4,,statistical,glue_rte,layer_9
h_mean.nanrange,,statistical,glue_rte,layer_9
h_mean.nansd,,statistical,glue_rte,layer_9
h_mean.nanskewness,,statistical,glue_rte,layer_9
h_mean.nansum,,statistical,glue_rte,layer_9
h_mean.nanvar,,statistical,glue_rte,layer_9
h_mean.pnorm,,statistical,glue_rte,layer_9
h_mean.powersum,,statistical,glue_rte,layer_9
h_mean.quantiles.0,,statistical,glue_rte,layer_9
h_mean.quantiles.1,,statistical,glue_rte,layer_9
h_mean.quantiles.2,,statistical,glue_rte,layer_9
h_mean.quantiles.3,,statistical,glue_rte,layer_9
h_mean.quantiles.4,,statistical,glue_rte,layer_9
h_mean.range,,statistical,glue_rte,layer_9
h_mean.sd,,statistical,glue_rte,layer_9
h_mean.skewness,,statistical,glue_rte,layer_9
h_mean.sum,,statistical,glue_rte,layer_9
h_mean.var,,statistical,glue_rte,layer_9
iq_range.count,768.0,statistical,glue_rte,layer_9
iq_range.histogram.0,0.0013020833333333333,statistical,glue_rte,layer_9
iq_range.histogram.1,0.0,statistical,glue_rte,layer_9
iq_range.histogram.2,0.010416666666666666,statistical,glue_rte,layer_9
iq_range.histogram.3,0.037760416666666664,statistical,glue_rte,layer_9
iq_range.histogram.4,0.10677083333333333,statistical,glue_rte,layer_9
iq_range.histogram.5,0.3072916666666667,statistical,glue_rte,layer_9
iq_range.histogram.6,0.3541666666666667,statistical,glue_rte,layer_9
iq_range.histogram.7,0.11848958333333333,statistical,glue_rte,layer_9
iq_range.histogram.8,0.049479166666666664,statistical,glue_rte,layer_9
iq_range.histogram.9,0.014322916666666666,statistical,glue_rte,layer_9
iq_range.iq_range,0.12277311831712723,statistical,glue_rte,layer_9
iq_range.kurtosis,1.2769696010678588,statistical,glue_rte,layer_9
iq_range.max,1.547534391283989,statistical,glue_rte,layer_9
iq_range.mean,1.1943366046471056,statistical,glue_rte,layer_9
iq_range.median,1.1942869499325752,statistical,glue_rte,layer_9
iq_range.min,0.6456302218139172,statistical,glue_rte,layer_9
iq_range.nancount,768.0,statistical,glue_rte,layer_9
iq_range.nanhistogram.0,0.0013020833333333333,statistical,glue_rte,layer_9
iq_range.nanhistogram.1,0.0,statistical,glue_rte,layer_9
iq_range.nanhistogram.2,0.010416666666666666,statistical,glue_rte,layer_9
iq_range.nanhistogram.3,0.037760416666666664,statistical,glue_rte,layer_9
iq_range.nanhistogram.4,0.10677083333333333,statistical,glue_rte,layer_9
iq_range.nanhistogram.5,0.3072916666666667,statistical,glue_rte,layer_9
iq_range.nanhistogram.6,0.3541666666666667,statistical,glue_rte,layer_9
iq_range.nanhistogram.7,0.11848958333333333,statistical,glue_rte,layer_9
iq_range.nanhistogram.8,0.049479166666666664,statistical,glue_rte,layer_9
iq_range.nanhistogram.9,0.014322916666666666,statistical,glue_rte,layer_9
iq_range.naniq_range,0.12277311831712723,statistical,glue_rte,layer_9
iq_range.nankurtosis,1.2769696010678588,statistical,glue_rte,layer_9
iq_range.nanmax,1.547534391283989,statistical,glue_rte,layer_9
iq_range.nanmean,1.1943366046471056,statistical,glue_rte,layer_9
iq_range.nanmedian,1.1942869499325752,statistical,glue_rte,layer_9
iq_range.nanmin,0.6456302218139172,statistical,glue_rte,layer_9
iq_range.nanpnorm,33.23705542430194,statistical,glue_rte,layer_9
iq_range.nanpowersum,1104.7018532781192,statistical,glue_rte,layer_9
iq_range.nanquantiles.0,0.6456302218139172,statistical,glue_rte,layer_9
iq_range.nanquantiles.1,1.1329754143953323,statistical,glue_rte,layer_9
iq_range.nanquantiles.2,1.1942869499325752,statistical,glue_rte,layer_9
iq_range.nanquantiles.3,1.2557485327124596,statistical,glue_rte,layer_9
iq_range.nanquantiles.4,1.547534391283989,statistical,glue_rte,layer_9
iq_range.nanrange,0.9019041694700718,statistical,glue_rte,layer_9
iq_range.nansd,0.10949683858043478,statistical,glue_rte,layer_9
iq_range.nanskewness,-0.11291020124595337,statistical,glue_rte,layer_9
iq_range.nansum,917.2505123689771,statistical,glue_rte,layer_9
iq_range.nanvar,0.011989557659109792,statistical,glue_rte,layer_9
iq_range.pnorm,33.23705542430194,statistical,glue_rte,layer_9
iq_range.powersum,1104.7018532781192,statistical,glue_rte,layer_9
iq_range.quantiles.0,0.6456302218139172,statistical,glue_rte,layer_9
iq_range.quantiles.1,1.1329754143953323,statistical,glue_rte,layer_9
iq_range.quantiles.2,1.1942869499325752,statistical,glue_rte,layer_9
iq_range.quantiles.3,1.2557485327124596,statistical,glue_rte,layer_9
iq_range.quantiles.4,1.547534391283989,statistical,glue_rte,layer_9
iq_range.range,0.9019041694700718,statistical,glue_rte,layer_9
iq_range.sd,0.10949683858043478,statistical,glue_rte,layer_9
iq_range.skewness,-0.11291020124595337,statistical,glue_rte,layer_9
iq_range.sum,917.2505123689771,statistical,glue_rte,layer_9
iq_range.var,0.011989557659109792,statistical,glue_rte,layer_9
kurtosis.count,768.0,statistical,glue_rte,layer_9
kurtosis.histogram.0,0.057291666666666664,statistical,glue_rte,layer_9
kurtosis.histogram.1,0.16927083333333334,statistical,glue_rte,layer_9
kurtosis.histogram.2,0.23697916666666666,statistical,glue_rte,layer_9
kurtosis.histogram.3,0.2669270833333333,statistical,glue_rte,layer_9
kurtosis.histogram.4,0.13020833333333334,statistical,glue_rte,layer_9
kurtosis.histogram.5,0.08203125,statistical,glue_rte,layer_9
kurtosis.histogram.6,0.033854166666666664,statistical,glue_rte,layer_9
kurtosis.histogram.7,0.016927083333333332,statistical,glue_rte,layer_9
kurtosis.histogram.8,0.0026041666666666665,statistical,glue_rte,layer_9
kurtosis.histogram.9,0.00390625,statistical,glue_rte,layer_9
kurtosis.iq_range,0.8549256912217392,statistical,glue_rte,layer_9
kurtosis.kurtosis,0.6812656963952199,statistical,glue_rte,layer_9
kurtosis.max,3.7948888309982065,statistical,glue_rte,layer_9
kurtosis.mean,0.8796751057966133,statistical,glue_rte,layer_9
kurtosis.median,0.8308949088661861,statistical,glue_rte,layer_9
kurtosis.min,-0.5167193288834877,statistical,glue_rte,layer_9
kurtosis.nancount,768.0,statistical,glue_rte,layer_9
kurtosis.nanhistogram.0,0.057291666666666664,statistical,glue_rte,layer_9
kurtosis.nanhistogram.1,0.16927083333333334,statistical,glue_rte,layer_9
kurtosis.nanhistogram.2,0.23697916666666666,statistical,glue_rte,layer_9
kurtosis.nanhistogram.3,0.2669270833333333,statistical,glue_rte,layer_9
kurtosis.nanhistogram.4,0.13020833333333334,statistical,glue_rte,layer_9
kurtosis.nanhistogram.5,0.08203125,statistical,glue_rte,layer_9
kurtosis.nanhistogram.6,0.033854166666666664,statistical,glue_rte,layer_9
kurtosis.nanhistogram.7,0.016927083333333332,statistical,glue_rte,layer_9
kurtosis.nanhistogram.8,0.0026041666666666665,statistical,glue_rte,layer_9
kurtosis.nanhistogram.9,0.00390625,statistical,glue_rte,layer_9
kurtosis.naniq_range,0.8549256912217392,statistical,glue_rte,layer_9
kurtosis.nankurtosis,0.6812656963952199,statistical,glue_rte,layer_9
kurtosis.nanmax,3.7948888309982065,statistical,glue_rte,layer_9
kurtosis.nanmean,0.8796751057966133,statistical,glue_rte,layer_9
kurtosis.nanmedian,0.8308949088661861,statistical,glue_rte,layer_9
kurtosis.nanmin,-0.5167193288834877,statistical,glue_rte,layer_9
kurtosis.nanpnorm,31.001243987352538,statistical,glue_rte,layer_9
kurtosis.nanpowersum,961.077128763362,statistical,glue_rte,layer_9
kurtosis.nanquantiles.0,-0.5167193288834877,statistical,glue_rte,layer_9
kurtosis.nanquantiles.1,0.38363246049050737,statistical,glue_rte,layer_9
kurtosis.nanquantiles.2,0.8308949088661861,statistical,glue_rte,layer_9
kurtosis.nanquantiles.3,1.2385581517122466,statistical,glue_rte,layer_9
kurtosis.nanquantiles.4,3.7948888309982065,statistical,glue_rte,layer_9
kurtosis.nanrange,4.311608159881694,statistical,glue_rte,layer_9
kurtosis.nansd,0.6915178029734345,statistical,glue_rte,layer_9
kurtosis.nanskewness,0.6836430327554596,statistical,glue_rte,layer_9
kurtosis.nansum,675.590481251799,statistical,glue_rte,layer_9
kurtosis.nanvar,0.47819687182920567,statistical,glue_rte,layer_9
kurtosis.pnorm,31.001243987352538,statistical,glue_rte,layer_9
kurtosis.powersum,961.077128763362,statistical,glue_rte,layer_9
kurtosis.quantiles.0,-0.5167193288834877,statistical,glue_rte,layer_9
kurtosis.quantiles.1,0.38363246049050737,statistical,glue_rte,layer_9
kurtosis.quantiles.2,0.8308949088661861,statistical,glue_rte,layer_9
kurtosis.quantiles.3,1.2385581517122466,statistical,glue_rte,layer_9
kurtosis.quantiles.4,3.7948888309982065,statistical,glue_rte,layer_9
kurtosis.range,4.311608159881694,statistical,glue_rte,layer_9
kurtosis.sd,0.6915178029734345,statistical,glue_rte,layer_9
kurtosis.skewness,0.6836430327554596,statistical,glue_rte,layer_9
kurtosis.sum,675.590481251799,statistical,glue_rte,layer_9
kurtosis.var,0.47819687182920567,statistical,glue_rte,layer_9
lh_trace,,statistical,glue_rte,layer_9
mad.count,768.0,statistical,glue_rte,layer_9
mad.histogram.0,0.014322916666666666,statistical,glue_rte,layer_9
mad.histogram.1,0.013020833333333334,statistical,glue_rte,layer_9
mad.histogram.2,0.026041666666666668,statistical,glue_rte,layer_9
mad.histogram.3,0.052083333333333336,statistical,glue_rte,layer_9
mad.histogram.4,0.061197916666666664,statistical,glue_rte,layer_9
mad.histogram.5,0.08984375,statistical,glue_rte,layer_9
mad.histogram.6,0.12239583333333333,statistical,glue_rte,layer_9
mad.histogram.7,0.20572916666666666,statistical,glue_rte,layer_9
mad.histogram.8,0.3424479166666667,statistical,glue_rte,layer_9
mad.histogram.9,0.07291666666666667,statistical,glue_rte,layer_9
mad.iq_range,0.20166225452469666,statistical,glue_rte,layer_9
mad.kurtosis,0.939027125661303,statistical,glue_rte,layer_9
mad.max,0.994305123513937,statistical,glue_rte,layer_9
mad.mean,0.7547887150267844,statistical,glue_rte,layer_9
mad.median,0.8100868743734434,statistical,glue_rte,layer_9
mad.min,0.1980104251652956,statistical,glue_rte,layer_9
mad.nancount,768.0,statistical,glue_rte,layer_9
mad.nanhistogram.0,0.014322916666666666,statistical,glue_rte,layer_9
mad.nanhistogram.1,0.013020833333333334,statistical,glue_rte,layer_9
mad.nanhistogram.2,0.026041666666666668,statistical,glue_rte,layer_9
mad.nanhistogram.3,0.052083333333333336,statistical,glue_rte,layer_9
mad.nanhistogram.4,0.061197916666666664,statistical,glue_rte,layer_9
mad.nanhistogram.5,0.08984375,statistical,glue_rte,layer_9
mad.nanhistogram.6,0.12239583333333333,statistical,glue_rte,layer_9
mad.nanhistogram.7,0.20572916666666666,statistical,glue_rte,layer_9
mad.nanhistogram.8,0.3424479166666667,statistical,glue_rte,layer_9
mad.nanhistogram.9,0.07291666666666667,statistical,glue_rte,layer_9
mad.naniq_range,0.20166225452469666,statistical,glue_rte,layer_9
mad.nankurtosis,0.939027125661303,statistical,glue_rte,layer_9
mad.nanmax,0.994305123513937,statistical,glue_rte,layer_9
mad.nanmean,0.7547887150267844,statistical,glue_rte,layer_9
mad.nanmedian,0.8100868743734434,statistical,glue_rte,layer_9
mad.nanmin,0.1980104251652956,statistical,glue_rte,layer_9
mad.nanpnorm,21.375129986542245,statistical,glue_rte,layer_9
mad.nanpowersum,456.8961819415775,statistical,glue_rte,layer_9
mad.nanquantiles.0,0.1980104251652956,statistical,glue_rte,layer_9
mad.nanquantiles.1,0.6720230637397616,statistical,glue_rte,layer_9
mad.nanquantiles.2,0.8100868743734434,statistical,glue_rte,layer_9
mad.nanquantiles.3,0.8736853182644583,statistical,glue_rte,layer_9
mad.nanquantiles.4,0.994305123513937,statistical,glue_rte,layer_9
mad.nanrange,0.7962946983486414,statistical,glue_rte,layer_9
mad.nansd,0.15888287739246776,statistical,glue_rte,layer_9
mad.nanskewness,-1.2013157677649173,statistical,glue_rte,layer_9
mad.nansum,579.6777331405704,statistical,glue_rte,layer_9
mad.nanvar,0.025243768728509943,statistical,glue_rte,layer_9
mad.pnorm,21.375129986542245,statistical,glue_rte,layer_9
mad.powersum,456.8961819415775,statistical,glue_rte,layer_9
mad.quantiles.0,0.1980104251652956,statistical,glue_rte,layer_9
mad.quantiles.1,0.6720230637397616,statistical,glue_rte,layer_9
mad.quantiles.2,0.8100868743734434,statistical,glue_rte,layer_9
mad.quantiles.3,0.8736853182644583,statistical,glue_rte,layer_9
mad.quantiles.4,0.994305123513937,statistical,glue_rte,layer_9
mad.range,0.7962946983486414,statistical,glue_rte,layer_9
mad.sd,0.15888287739246776,statistical,glue_rte,layer_9
mad.skewness,-1.2013157677649173,statistical,glue_rte,layer_9
mad.sum,579.6777331405704,statistical,glue_rte,layer_9
mad.var,0.025243768728509943,statistical,glue_rte,layer_9
max.count,0.0,statistical,glue_rte,layer_9
max.histogram.0,,statistical,glue_rte,layer_9
max.histogram.1,,statistical,glue_rte,layer_9
max.histogram.2,,statistical,glue_rte,layer_9
max.histogram.3,,statistical,glue_rte,layer_9
max.histogram.4,,statistical,glue_rte,layer_9
max.histogram.5,,statistical,glue_rte,layer_9
max.histogram.6,,statistical,glue_rte,layer_9
max.histogram.7,,statistical,glue_rte,layer_9
max.histogram.8,,statistical,glue_rte,layer_9
max.histogram.9,,statistical,glue_rte,layer_9
max.iq_range,,statistical,glue_rte,layer_9
max.kurtosis,,statistical,glue_rte,layer_9
max.max,,statistical,glue_rte,layer_9
max.mean,,statistical,glue_rte,layer_9
max.median,,statistical,glue_rte,layer_9
max.min,,statistical,glue_rte,layer_9
max.nancount,0.0,statistical,glue_rte,layer_9
max.nanhistogram.0,,statistical,glue_rte,layer_9
max.nanhistogram.1,,statistical,glue_rte,layer_9
max.nanhistogram.2,,statistical,glue_rte,layer_9
max.nanhistogram.3,,statistical,glue_rte,layer_9
max.nanhistogram.4,,statistical,glue_rte,layer_9
max.nanhistogram.5,,statistical,glue_rte,layer_9
max.nanhistogram.6,,statistical,glue_rte,layer_9
max.nanhistogram.7,,statistical,glue_rte,layer_9
max.nanhistogram.8,,statistical,glue_rte,layer_9
max.nanhistogram.9,,statistical,glue_rte,layer_9
max.naniq_range,,statistical,glue_rte,layer_9
max.nankurtosis,,statistical,glue_rte,layer_9
max.nanmax,,statistical,glue_rte,layer_9
max.nanmean,,statistical,glue_rte,layer_9
max.nanmedian,,statistical,glue_rte,layer_9
max.nanmin,,statistical,glue_rte,layer_9
max.nanpnorm,,statistical,glue_rte,layer_9
max.nanpowersum,,statistical,glue_rte,layer_9
max.nanquantiles.0,,statistical,glue_rte,layer_9
max.nanquantiles.1,,statistical,glue_rte,layer_9
max.nanquantiles.2,,statistical,glue_rte,layer_9
max.nanquantiles.3,,statistical,glue_rte,layer_9
max.nanquantiles.4,,statistical,glue_rte,layer_9
max.nanrange,,statistical,glue_rte,layer_9
max.nansd,,statistical,glue_rte,layer_9
max.nanskewness,,statistical,glue_rte,layer_9
max.nansum,,statistical,glue_rte,layer_9
max.nanvar,,statistical,glue_rte,layer_9
max.pnorm,,statistical,glue_rte,layer_9
max.powersum,,statistical,glue_rte,layer_9
max.quantiles.0,,statistical,glue_rte,layer_9
max.quantiles.1,,statistical,glue_rte,layer_9
max.quantiles.2,,statistical,glue_rte,layer_9
max.quantiles.3,,statistical,glue_rte,layer_9
max.quantiles.4,,statistical,glue_rte,layer_9
max.range,,statistical,glue_rte,layer_9
max.sd,,statistical,glue_rte,layer_9
max.skewness,,statistical,glue_rte,layer_9
max.sum,,statistical,glue_rte,layer_9
max.var,,statistical,glue_rte,layer_9
mean.count,0.0,statistical,glue_rte,layer_9
mean.histogram.0,,statistical,glue_rte,layer_9
mean.histogram.1,,statistical,glue_rte,layer_9
mean.histogram.2,,statistical,glue_rte,layer_9
mean.histogram.3,,statistical,glue_rte,layer_9
mean.histogram.4,,statistical,glue_rte,layer_9
mean.histogram.5,,statistical,glue_rte,layer_9
mean.histogram.6,,statistical,glue_rte,layer_9
mean.histogram.7,,statistical,glue_rte,layer_9
mean.histogram.8,,statistical,glue_rte,layer_9
mean.histogram.9,,statistical,glue_rte,layer_9
mean.iq_range,,statistical,glue_rte,layer_9
mean.kurtosis,,statistical,glue_rte,layer_9
mean.max,,statistical,glue_rte,layer_9
mean.mean,,statistical,glue_rte,layer_9
mean.median,,statistical,glue_rte,layer_9
mean.min,,statistical,glue_rte,layer_9
mean.nancount,0.0,statistical,glue_rte,layer_9
mean.nanhistogram.0,,statistical,glue_rte,layer_9
mean.nanhistogram.1,,statistical,glue_rte,layer_9
mean.nanhistogram.2,,statistical,glue_rte,layer_9
mean.nanhistogram.3,,statistical,glue_rte,layer_9
mean.nanhistogram.4,,statistical,glue_rte,layer_9
mean.nanhistogram.5,,statistical,glue_rte,layer_9
mean.nanhistogram.6,,statistical,glue_rte,layer_9
mean.nanhistogram.7,,statistical,glue_rte,layer_9
mean.nanhistogram.8,,statistical,glue_rte,layer_9
mean.nanhistogram.9,,statistical,glue_rte,layer_9
mean.naniq_range,,statistical,glue_rte,layer_9
mean.nankurtosis,,statistical,glue_rte,layer_9
mean.nanmax,,statistical,glue_rte,layer_9
mean.nanmean,,statistical,glue_rte,layer_9
mean.nanmedian,,statistical,glue_rte,layer_9
mean.nanmin,,statistical,glue_rte,layer_9
mean.nanpnorm,,statistical,glue_rte,layer_9
mean.nanpowersum,,statistical,glue_rte,layer_9
mean.nanquantiles.0,,statistical,glue_rte,layer_9
mean.nanquantiles.1,,statistical,glue_rte,layer_9
mean.nanquantiles.2,,statistical,glue_rte,layer_9
mean.nanquantiles.3,,statistical,glue_rte,layer_9
mean.nanquantiles.4,,statistical,glue_rte,layer_9
mean.nanrange,,statistical,glue_rte,layer_9
mean.nansd,,statistical,glue_rte,layer_9
mean.nanskewness,,statistical,glue_rte,layer_9
mean.nansum,,statistical,glue_rte,layer_9
mean.nanvar,,statistical,glue_rte,layer_9
mean.pnorm,,statistical,glue_rte,layer_9
mean.powersum,,statistical,glue_rte,layer_9
mean.quantiles.0,,statistical,glue_rte,layer_9
mean.quantiles.1,,statistical,glue_rte,layer_9
mean.quantiles.2,,statistical,glue_rte,layer_9
mean.quantiles.3,,statistical,glue_rte,layer_9
mean.quantiles.4,,statistical,glue_rte,layer_9
mean.range,,statistical,glue_rte,layer_9
mean.sd,,statistical,glue_rte,layer_9
mean.skewness,,statistical,glue_rte,layer_9
mean.sum,,statistical,glue_rte,layer_9
mean.var,,statistical,glue_rte,layer_9
median.count,0.0,statistical,glue_rte,layer_9
median.histogram.0,,statistical,glue_rte,layer_9
median.histogram.1,,statistical,glue_rte,layer_9
median.histogram.2,,statistical,glue_rte,layer_9
median.histogram.3,,statistical,glue_rte,layer_9
median.histogram.4,,statistical,glue_rte,layer_9
median.histogram.5,,statistical,glue_rte,layer_9
median.histogram.6,,statistical,glue_rte,layer_9
median.histogram.7,,statistical,glue_rte,layer_9
median.histogram.8,,statistical,glue_rte,layer_9
median.histogram.9,,statistical,glue_rte,layer_9
median.iq_range,,statistical,glue_rte,layer_9
median.kurtosis,,statistical,glue_rte,layer_9
median.max,,statistical,glue_rte,layer_9
median.mean,,statistical,glue_rte,layer_9
median.median,,statistical,glue_rte,layer_9
median.min,,statistical,glue_rte,layer_9
median.nancount,0.0,statistical,glue_rte,layer_9
median.nanhistogram.0,,statistical,glue_rte,layer_9
median.nanhistogram.1,,statistical,glue_rte,layer_9
